,A_res,E_res,G_res,H_res,M,R,V,V_vap_gas,V_vap_liq,dE_vap,dH_vap,dV_vap,dpressure,epsilon,eta_CE,eta_CE_ig,eta_CE_m,m,omega22,pressure,rho,rho_vap_gas,rho_vap_liq,s_res,s_res*,s_res**,s_res_vle_gas,s_res_vle_liq,s_total,s_vap,sigma,state,success,temperature,viscosity
269,-231.12984837156645,-446.34441029694915,-458.75439217715933,-673.9689541025419,0.0440962,8.31446261815324,0.0033213445370861567,0.00037146403574549457,0.0001406545457661629,-4914.731026784041,-5827.007670032249,-0.00023080948997933166,7.916241884231567e-08,208.1101,2.1016519039511007e-05,2.5909285753120763e-05,1.0498658496560397e-05,2.0018290000000003,1.2328057612400687,848090.0,301.0828864136174,2692.050653014338,7109.617357568324,-0.5877609840653885,-0.07069139775577445 m^-2 kg^-1 s^2 mol K,-0.03531340476922576 m^-2 kg^-1 s^2 mol K,-4.8250862093242315,-12.66436488946606,3.2098021361194484,-7.839278680141829,3.618353e-10,G,1,366.16,1.0026999999999999e-05
270,-231.46303940659075,-446.97709301628163,-459.4107615961879,-674.9248152058786,0.0440962,8.31446261815324,0.003316661116919507,0.0003717316510706829,0.00014060260330204605,-4920.003641965195,-5833.224664929969,-0.00023112904776863687,5.4016709327697754e-08,208.1101,2.1015506512298935e-05,2.59085781488068e-05,1.0498152695509423e-05,2.0018290000000003,1.2328314872470139,849140.0,301.50804219901534,2690.112604400896,7112.243845526636,-0.5886110602766452,-0.07079363842366809 m^-2 kg^-1 s^2 mol K,-0.03536447839634059 m^-2 kg^-1 s^2 mol K,-4.822054158473885,-12.670123055443703,3.1913633319386387,-7.848068896969818,3.618353e-10,G,1,366.14,1.0029e-05
271,-240.66417618381914,-464.7763780407763,-477.52446738264274,-701.6366692396,0.0440962,8.31446261815324,0.003187818865251093,0.0003715978463129915,0.00014062856188611946,-4917.368144774331,-5830.117139040672,-0.00023096928442687206,2.1420419216156006e-08,208.1101,2.1016012778469628e-05,2.590893195337948e-05,1.0498405597316067e-05,2.0018290000000003,1.2328186238981793,880689.9999999999,313.69410944283175,2691.081258737206,7110.930998567679,-0.6120775689115314,-0.07361601068181632 m^-2 kg^-1 s^2 mol K,-0.03677437517481079 m^-2 kg^-1 s^2 mol K,-4.8235696064237095,-12.667244594645457,2.8413922518533425,-7.843674988221747,3.618353e-10,G,1,366.15,1.0039e-05
272,-262.6845583534372,-507.36841737956996,-520.8275372203582,-765.5113962464909,0.0440962,8.31446261815324,0.002916293355352147,0.0003715978463129915,0.00014062856188611946,-4917.368144774331,-5830.117139040672,-0.00023096928442687206,2.1420419216156006e-08,208.1101,2.1016012778469628e-05,2.590893195337948e-05,1.0498405597316067e-05,2.0018290000000003,1.2328186238981793,955390.0,342.9010316005224,2691.081258737206,7110.930998567679,-0.6682612563870894,-0.08037335508948619 m^-2 kg^-1 s^2 mol K,-0.04014996040595185 m^-2 kg^-1 s^2 mol K,-4.8235696064237095,-12.667244594645457,2.045025747238677,-7.843674988221747,3.618353e-10,G,1,366.15,1.0048e-05
273,-271.7563001194822,-524.9185009745671,-538.6476143250366,-791.8098151801216,0.0440962,8.31446261815324,0.002817228438989789,0.0003715978463129915,0.00014062856188611946,-4917.368144774331,-5830.117139040672,-0.00023096928442687206,2.1420419216156006e-08,208.1101,2.1016012778469628e-05,2.590893195337948e-05,1.0498405597316067e-05,2.0018290000000003,1.2328186238981793,985880.0,354.95879076053313,2691.081258737206,7110.930998567679,-0.6914166348629932,-0.0831583069906888 m^-2 kg^-1 s^2 mol K,-0.041541164100774235 m^-2 kg^-1 s^2 mol K,-4.8235696064237095,-12.667244594645457,1.7345239337718306,-7.843674988221747,3.618353e-10,G,1,366.15,1.0056000000000002e-05
274,-284.9114016219108,-550.3718060318388,-564.4685419909207,-829.9289464008488,0.0440962,8.31446261815324,0.0026847769928799755,0.0003715978463129915,0.00014062856188611946,-4917.368144774331,-5830.117139040672,-0.00023096928442687206,2.1420419216156006e-08,208.1101,2.1016012778469628e-05,2.590893195337948e-05,1.0498405597316067e-05,2.0018290000000003,1.2328186238981793,1029800.0,372.47041473165126,2691.081258737206,7110.930998567679,-0.7250045183939042,-0.08719800084385224 m^-2 kg^-1 s^2 mol K,-0.043559165565016905 m^-2 kg^-1 s^2 mol K,-4.8235696064237095,-12.667244594645457,1.3005455304372837,-7.843674988221747,3.618353e-10,G,1,366.15,1.0065e-05
275,-305.5182793190811,-590.2519479365482,-604.8673775377888,-889.601046155256,0.0440962,8.31446261815324,0.002500219864667183,0.0003715978463129915,0.00014062856188611946,-4917.368144774331,-5830.117139040672,-0.00023096928442687206,2.1420419216156006e-08,208.1101,2.1016012778469628e-05,2.590893195337948e-05,1.0498405597316067e-05,2.0018290000000003,1.2328186238981793,1097900.0,399.96482474676884,2691.081258737206,7110.930998567679,-0.7776421374230972,-0.0935288512483351 m^-2 kg^-1 s^2 mol K,-0.046721698630769706 m^-2 kg^-1 s^2 mol K,-4.8235696064237095,-12.667244594645457,0.6557602482429892,-7.843674988221747,3.618353e-10,G,1,366.15,1.0085000000000001e-05
276,-317.2224871372605,-612.9076847203077,-627.7864668798456,-923.4716644628928,0.0440962,8.31446261815324,0.0024060698009982606,0.0003715978463129915,0.00014062856188611946,-4917.368144774331,-5830.117139040672,-0.00023096928442687206,2.1420419216156006e-08,208.1101,2.1016012778469628e-05,2.590893195337948e-05,1.0498405597316067e-05,2.0018290000000003,1.2328186238981793,1136200.0,415.61554015810657,2691.081258737206,7110.930998567679,-0.8075520895344726,-0.09712619162798537 m^-2 kg^-1 s^2 mol K,-0.048518725439578185 m^-2 kg^-1 s^2 mol K,-4.8235696064237095,-12.667244594645457,0.30670758451272523,-7.843674988221747,3.618353e-10,G,1,366.15,1.0094e-05
277,-327.86878595570903,-633.518683481786,-648.6172438125514,-954.2671413386284,0.0440962,8.31446261815324,0.0023262658265971693,0.0003715978463129915,0.00014062856188611946,-4917.368144774331,-5830.117139040672,-0.00023096928442687206,2.1420419216156006e-08,208.1101,2.1016012778469628e-05,2.590893195337948e-05,1.0498405597316067e-05,2.0018290000000003,1.2328186238981793,1170800.0,429.87348589597207,2691.081258737206,7110.930998567679,-0.8347668920553789,-0.10039938001919749 m^-2 kg^-1 s^2 mol K,-0.05015382433724233 m^-2 kg^-1 s^2 mol K,-4.8235696064237095,-12.667244594645457,-0.0009565025419911481,-7.843674988221747,3.618353e-10,G,1,366.15,1.0103e-05
278,-351.0016474627131,-678.3135397627063,-693.8243465083888,-1021.136238808382,0.0440962,8.31446261815324,0.0021695452847664094,0.0003715978463129915,0.00014062856188611946,-4917.368144774331,-5830.117139040672,-0.00023096928442687206,2.1420419216156006e-08,208.1101,2.1016012778469628e-05,2.590893195337948e-05,1.0498405597316067e-05,2.0018290000000003,1.2328186238981793,1245200.0,460.92607839143034,2691.081258737206,7110.930998567679,-0.8939284235968681,-0.10751487674562692 m^-2 kg^-1 s^2 mol K,-0.0537083221122418 m^-2 kg^-1 s^2 mol K,-4.8235696064237095,-12.667244594645457,-0.6400246385835981,-7.843674988221747,3.618353e-10,G,1,366.15,1.0125e-05
279,-369.77675398303126,-714.6803554161628,-730.4595565839838,-1075.3631580171154,0.0440962,8.31446261815324,0.002056757882461569,0.0003715978463129915,0.00014062856188611946,-4917.368144774331,-5830.117139040672,-0.00023096928442687206,2.1420419216156006e-08,208.1101,2.1016012778469628e-05,2.590893195337948e-05,1.0498405597316067e-05,2.0018290000000003,1.2328186238981793,1304800.0,486.20209920050485,2691.081258737206,7110.930998567679,-0.9419735120391414,-0.11329337268081519 m^-2 kg^-1 s^2 mol K,-0.05659493027666957 m^-2 kg^-1 s^2 mol K,-4.8235696064237095,-12.667244594645457,-1.1319514473208516,-7.843674988221747,3.618353e-10,G,1,366.15,1.0142e-05
280,-388.11455439778837,-750.1793199006938,-766.1938722102483,-1128.2586377131536,0.0440962,8.31446261815324,0.001957280475696207,0.0003719992433726171,0.00014055076183077254,-4925.269784618273,-5839.433900050602,-0.00023144848154184458,-6.891787052154541e-08,208.1101,2.101449396456935e-05,2.5907870525166517e-05,1.0497646884209064e-05,2.0018290000000003,1.2328572160170714,1362100.0,510.91297972729166,2688.1775106148243,7114.867162399524,-0.9889237558803273,-0.11894018907742486 m^-2 kg^-1 s^2 mol K,-0.05941575882726489 m^-2 kg^-1 s^2 mol K,-4.819026719443503,-12.675876252122977,-1.599874838344654,-7.856849532679474,3.618353e-10,G,1,366.12,1.0159e-05
281,-409.61668088915695,-791.849013022237,-808.0319964718134,-1190.2643286048935,0.0440962,8.31446261815324,0.001851806354151052,0.0003719992433726171,0.00014055076183077254,-4925.269784618273,-5839.433900050602,-0.00023144848154184458,-6.891787052154541e-08,208.1101,2.101449396456935e-05,2.5907870525166517e-05,1.0497646884209064e-05,2.0018290000000003,1.2328572160170714,1428700.0,540.0132674555182,2688.1775106148243,7114.867162399524,-1.044008336428166,-0.12556534130645414 m^-2 kg^-1 s^2 mol K,-0.062725308358733 m^-2 kg^-1 s^2 mol K,-4.819026719443503,-12.675876252122977,-2.115534311373967,-7.856849532679474,3.618353e-10,G,1,366.12,1.0182e-05
282,-430.9919917594815,-833.285763476645,-849.5572889997179,-1251.8510607168814,0.0440962,8.31446261815324,0.0017573800244431238,0.0003719992433726171,0.00014055076183077254,-4925.269784618273,-5839.433900050602,-0.00023144848154184458,-6.891787052154541e-08,208.1101,2.101449396456935e-05,2.5907870525166517e-05,1.0497646884209064e-05,2.0018290000000003,1.2328572160170714,1494000.0,569.0288873727688,2688.1775106148243,7114.867162399524,-1.0988030474084003,-0.13215563023993246 m^-2 kg^-1 s^2 mol K,-0.06601744216910257 m^-2 kg^-1 s^2 mol K,-4.819026719443503,-12.675876252122977,-2.6054871505015558,-7.856849532679474,3.618353e-10,G,1,366.12,1.0206e-05
283,-454.24101921882436,-878.3696125792145,-894.64735814558,-1318.7759515059702,0.0440962,8.31446261815324,0.0016647600478462332,0.0003719992433726171,0.00014055076183077254,-4925.269784618273,-5839.433900050602,-0.00023144848154184458,-6.891787052154541e-08,208.1101,2.101449396456935e-05,2.5907870525166517e-05,1.0497646884209064e-05,2.0018290000000003,1.2328572160170714,1564000.0,600.6871688768241,2688.1775106148243,7114.867162399524,-1.1584414764568722,-0.13932848455264069 m^-2 kg^-1 s^2 mol K,-0.06960059253444759 m^-2 kg^-1 s^2 mol K,-4.819026719443503,-12.675876252122977,-3.1152961928796783,-7.856849532679474,3.618353e-10,G,1,366.12,1.0232e-05
284,-477.40982123618664,-923.3136334440674,-939.5033590223072,-1385.407171230188,0.0440962,8.31446261815324,0.0015814280124775788,0.0003719992433726171,0.00014055076183077254,-4925.269784618273,-5839.433900050602,-0.00023144848154184458,-6.891787052154541e-08,208.1101,2.101449396456935e-05,2.5907870525166517e-05,1.0497646884209064e-05,2.0018290000000003,1.2328572160170714,1632700.0,632.3398802284577,2688.1775106148243,7114.867162399524,-1.2179171097123367,-0.14648175903193286 m^-2 kg^-1 s^2 mol K,-0.07317396192778346 m^-2 kg^-1 s^2 mol K,-4.819026719443503,-12.675876252122977,-3.60174237479184,-7.856849532679474,3.618353e-10,G,1,366.12,1.0257e-05
285,-498.49292609693003,-964.2256960734899,-980.2528537483129,-1445.9856237248728,0.0440962,8.31446261815324,0.001512324338137804,0.0003719992433726171,0.00014055076183077254,-4925.269784618273,-5839.433900050602,-0.00023144848154184458,-6.891787052154541e-08,208.1101,2.101449396456935e-05,2.5907870525166517e-05,1.0497646884209064e-05,2.0018290000000003,1.2328572160170714,1694300.0,661.2338205383555,2688.1775106148243,7114.867162399524,-1.2720768326684146,-0.15299567646032194 m^-2 kg^-1 s^2 mol K,-0.07642794487457316 m^-2 kg^-1 s^2 mol K,-4.819026719443503,-12.675876252122977,-4.027396279420157,-7.856849532679474,3.618353e-10,G,1,366.12,1.0283000000000001e-05
286,-518.0962756688026,-1002.2921166505269,-1018.0828126021088,-1502.278653583833,0.0440962,8.31446261815324,0.001453074225513244,0.0003718654500725843,0.00014057666996614913,-4922.637521025768,-5836.33025087704,-0.0002312887801064352,2.514570951461792e-08,208.1101,2.1015000240998866e-05,2.5908224339402547e-05,1.0497899791140433e-05,2.0018290000000003,1.2328443512866265,1750900.0,688.1960896710472,2689.144688770657,7113.555899715081,-1.3224697265499257,-0.1590565484848695 m^-2 kg^-1 s^2 mol K,-0.07945561208518284 m^-2 kg^-1 s^2 mol K,-4.820539863477777,-12.67300027391875,-4.4071592702887115,-7.852460410440973,3.618353e-10,G,1,366.13,1.0308e-05
287,-557.818471605882,-1079.4514710903018,-1094.562728584728,-1616.1957280691477,0.0440962,8.31446261815324,0.0013458099431256877,0.0003717316510706829,0.00014060260330204605,-4920.003641965195,-5833.224664929969,-0.00023112904776863687,5.4016709327697754e-08,208.1101,2.1015506512298935e-05,2.59085781488068e-05,1.0498152695509423e-05,2.0018290000000003,1.2328314872470139,1863200.0,743.0469696764666,2690.112604400896,7112.243845526636,-1.424681814290763,-0.17134983699129372 m^-2 kg^-1 s^2 mol K,-0.08559664036803029 m^-2 kg^-1 s^2 mol K,-4.822054158473885,-12.670123055443703,-5.144041486675686,-7.848068896969818,3.618353e-10,G,1,366.14,1.0359e-05
288,-579.6651370487014,-1121.9024595624176,-1136.5252544734644,-1678.7625769871806,0.0440962,8.31446261815324,0.001293094835509391,0.0003717316510706829,0.00014060260330204605,-4920.003641965195,-5833.224664929969,-0.00023112904776863687,5.4016709327697754e-08,208.1101,2.1015506512298935e-05,2.59085781488068e-05,1.0498152695509423e-05,2.0018290000000003,1.2328314872470139,1923600.0,773.3384841847801,2690.112604400896,7112.243845526636,-1.4809562531100575,-0.1781180962767981 m^-2 kg^-1 s^2 mol K,-0.08897767805182064 m^-2 kg^-1 s^2 mol K,-4.822054158473885,-12.670123055443703,-5.532541710599844,-7.848068896969818,3.618353e-10,G,1,366.14,1.0388e-05
289,-599.4489406579587,-1160.3588435910658,-1174.4633979430164,-1735.3733008761235,0.0440962,8.31446261815324,0.0012486689687613497,0.0003717316510706829,0.00014060260330204605,-4920.003641965195,-5833.224664929969,-0.00023112904776863687,5.4016709327697754e-08,208.1101,2.1015506512298935e-05,2.59085781488068e-05,1.0498152695509423e-05,2.0018290000000003,1.2328314872470139,1977500.0,800.8527680414583,2690.112604400896,7112.243845526636,-1.5319547247858938,-0.18425180256883067 m^-2 kg^-1 s^2 mol K,-0.09204172912313222 m^-2 kg^-1 s^2 mol K,-4.822054158473885,-12.670123055443703,-5.874216152007034,-7.848068896969818,3.618353e-10,G,1,366.14,1.0415000000000001e-05
290,-625.4911343323971,-1211.0010142066383,-1224.3123790321265,-1809.8222589063676,0.0440962,8.31446261815324,0.0011944688606022064,0.0003717316510706829,0.00014060260330204605,-4920.003641965195,-5833.224664929969,-0.00023112904776863687,5.4016709327697754e-08,208.1101,2.1015506512298935e-05,2.59085781488068e-05,1.0498152695509423e-05,2.0018290000000003,1.2328314872470139,2047300.0,837.192188916367,2690.112604400896,7112.243845526636,-1.5991420764577517,-0.19233258358348887 m^-2 kg^-1 s^2 mol K,-0.09607842806927507 m^-2 kg^-1 s^2 mol K,-4.822054158473885,-12.670123055443703,-6.310370591050614,-7.848068896969818,3.618353e-10,G,1,366.14,1.045e-05
291,-654.9549784410997,-1268.3259469334037,-1280.5861869410971,-1893.957155433401,0.0440962,8.31446261815324,0.001138337710975963,0.0003717316510706829,0.00014060260330204605,-4920.003641965195,-5833.224664929969,-0.00023112904776863687,5.4016709327697754e-08,208.1101,2.1015506512298935e-05,2.59085781488068e-05,1.0498152695509423e-05,2.0018290000000003,1.2328314872470139,2124700.0,878.4739276911436,2690.112604400896,7112.243845526636,-1.6752361623758787,-0.20148459850168554 m^-2 kg^-1 s^2 mol K,-0.10065025459301744 m^-2 kg^-1 s^2 mol K,-4.822054158473885,-12.670123055443703,-6.786661118111688,-7.848068896969818,3.618353e-10,G,1,366.14,1.0496e-05
292,-675.3876322380074,-1308.0983550051812,-1319.5328115652599,-1952.243534332434,0.0440962,8.31446261815324,0.0011022835325082093,0.0003717316510706829,0.00014060260330204605,-4920.003641965195,-5833.224664929969,-0.00023112904776863687,5.4016709327697754e-08,208.1101,2.1015506512298935e-05,2.59085781488068e-05,1.0498152695509423e-05,2.0018290000000003,1.2328314872470139,2177400.0,907.2076017724164,2690.112604400896,7112.243845526636,-1.7280568164286176,-0.20783746295950556 m^-2 kg^-1 s^2 mol K,-0.10382378462870981 m^-2 kg^-1 s^2 mol K,-4.822054158473885,-12.670123055443703,-7.107083444473337,-7.848068896969818,3.618353e-10,G,1,366.14,1.0526e-05
293,-692.0459549355016,-1340.4980765984776,-1351.2396752439574,-1999.6917969069336,0.0440962,8.31446261815324,0.0010745200871591838,0.0003719992433726171,0.00014055076183077254,-4925.269784618273,-5839.433900050602,-0.00023144848154184458,-6.891787052154541e-08,208.1101,2.101449396456935e-05,2.5907870525166517e-05,1.0497646884209064e-05,2.0018290000000003,1.2328572160170714,2219500.0,930.648027850089,2688.1775106148243,7114.867162399524,-1.771146404629564,-0.2130199492102546 m^-2 kg^-1 s^2 mol K,-0.10641266022734938 m^-2 kg^-1 s^2 mol K,-4.819026719443503,-12.675876252122977,-7.368129944782024,-7.856849532679474,3.618353e-10,G,1,366.12,1.0553e-05
