thermal_conductivity,temperature,pressure,state,refno,rho,s_total,s_res,s_res*,s_res**,E_res,H_res,G_res,A_res,V,c_p,c_v,s_res_vle_gas,s_res_vle_liq,s_vap,dE_vap,dH_vap,rho_vap_liq,V_vap_liq,rho_vap_gas,V_vap_gas,dV_vap,dpressure,eta_CE,eta_CE_ig,eta_CE_m,omega22,M,m,sigma,epsilon,R,dp_drho_npt,dp_drho_nvt,dp_drho_tot,speed_of_sound,success
0.1391,263.15,36369000.0,Liquid,51298,11133.563488223926,-105.35574312298216,-43.94749432342305,-5.285668640504924 m^-2 kg^-1 s^2 mol K,-2.266984207532951 m^-2 kg^-1 s^2 mol K,-22151.318863830915,-21072.66058437859,-9507.877453169816,-10586.53573262214,8.981850249991473e-05,159.88000706377187,135.03693380924824,-0.15116924785081362,-39.805151416679806,-39.65398216882899,-20924.379370732975,-23049.866144255335,10464.357950421596,9.556248025324012e-05,32.78914955550593,0.03049789377144979,-0.03040233129119655,2.6231282390654087e-07,1.63874039173728e-05,2.4004725915380828e-05,7.0284364022484255e-06,1.4648278663548817,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,62523.683662687064,65212.77802191566,67400.72885988269,1171.734131496364,1
0.1321,263.19,22053000.0,Liquid,51298,10904.453916112056,-103.71049634313206,-42.49227942989128,-5.110646518166609 m^-2 kg^-1 s^2 mol K,-2.191918513049319 m^-2 kg^-1 s^2 mol K,-21777.546475555147,-21943.44526188829,-10759.902238735202,-10594.003452402061,9.170564685705475e-05,160.84374408892438,134.25667798192634,-0.15136890734815145,-39.79793340034044,-39.64656449299229,-20922.196161504497,-23047.925135664867,10463.658867299058,9.556886483801491e-05,32.83932782966058,0.030451293192937916,-0.030355724328099902,-3.548339009284973e-07,1.6389867308237065e-05,2.4006550259958272e-05,7.02949293238039e-06,1.4647190125751224,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,56142.24156018799,55823.02115513155,58011.3045716033,1093.4940984223797,1
0.1249,263.22,10275000.0,Liquid,51298,10685.257416230135,-102.17081990545076,-41.134300889969886,-4.947319241072779 m^-2 kg^-1 s^2 mol K,-2.1218686512411633 m^-2 kg^-1 s^2 mol K,-21405.73271838004,-22632.660284014128,-11805.289603756253,-10578.362038122166,9.358688902347567e-05,162.19903676093116,133.54984527526588,-0.15151877708787398,-39.79252072468658,-39.64100194759871,-20920.55865862062,-23046.46921875091,10463.134516364971,9.55736541889947e-05,32.87700061275471,0.03041639995626753,-0.030320826302078534,3.015156835317612e-08,1.6391714782483605e-05,2.4007918427415004e-05,7.0302853004279506e-06,1.464637394317657,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,49376.36369732475,47610.34436942222,49798.87721977252,1020.0893307969175,1
0.1194,263.25,348000.0,Liquid,51298,10469.177051420054,-100.68012216309003,-39.826325000974464,-4.790005900564197 m^-2 kg^-1 s^2 mol K,-2.0543981223785854 m^-2 kg^-1 s^2 mol K,-21026.65212439116,-23182.193973551344,-12697.913917044816,-10542.372067884631,9.551849157659996e-05,164.05330141902385,132.88956317635171,-0.15166875411926517,-39.7871087657915,-39.63544001167224,-20918.92107338624,-23045.0131641619,10462.610132324517,9.557844432246147e-05,32.91470691369321,0.03038155565602132,-0.03028597721169886,5.029141902923584e-08,1.6393562197647113e-05,2.4009286516906805e-05,7.031077643135235e-06,1.4645557949786374,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,42409.457556548165,40221.180085672175,42409.96236990101,949.0890937708788,1
0.1524,263.38,66790000.0,Liquid,51298,11529.187948804853,-108.12383013269611,-46.52385747645582,-5.595533904365478 m^-2 kg^-1 s^2 mol K,-2.399883128636678 m^-2 kg^-1 s^2 mol K,-22749.458618427758,-19146.199119121084,-6892.74553697215,-10496.005036278828,8.673637765647344e-05,159.13926351994692,136.57468892217736,-0.15231989547419114,-39.763665219276255,-39.61134532380206,-20911.823916970563,-23038.702000543086,10460.337418320376,9.559921061901756e-05,33.07848870403282,0.030231127212232138,-0.03013552800161312,-2.4854671210050583e-08,1.6401566980082985e-05,2.4015214004101647e-05,7.0345108351495434e-06,1.4642024163462055,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,70417.95558980905,83553.37427064695,85743.23743501616,1311.0808967146581,1
0.1465,263.45,54746000.0,Liquid,51298,11381.766109757176,-106.9995872742929,-45.53661764897166,-5.476796245321984 m^-2 kg^-1 s^2 mol K,-2.3489574243978066 m^-2 kg^-1 s^2 mol K,-22529.362085366258,-19909.833179707402,-7913.211260085822,-10532.740165744675,8.785982688071021e-05,159.32388477785446,136.02043658935952,-0.15267134613394545,-39.75104733525815,-39.59837598912421,-20908.0017275375,-23035.302606666304,10459.113390854482,9.561039857110706e-05,33.166940340815906,0.030150504982498487,-0.03005489458392738,-1.2200325727462769e-07,1.640587678721856e-05,2.4018405122065383e-05,7.036359279571313e-06,1.464012282524124,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,68072.16749836251,76443.89065114093,78634.3358278934,1258.839789744162,1
0.1524,263.49,66745000.0,Liquid,51298,11527.395263274824,-108.05347370849809,-46.50193836407239,-5.592897641098676 m^-2 kg^-1 s^2 mol K,-2.3987524548091623 m^-2 kg^-1 s^2 mol K,-22744.244370736178,-19144.902287503613,-6892.106547954179,-10491.448631186742,8.674986648422685e-05,159.15876030736612,136.59414157851904,-0.15287243813786203,-39.743838862620215,-39.59096642448235,-20905.81741642421,-23033.359757266066,10458.413865220504,9.561679360629472e-05,33.217566435161196,0.03010455332277105,-0.030008936529164754,2.9685907065868378e-08,1.640833938933594e-05,2.402022842770242e-05,7.037415471415568e-06,1.4639036807901216,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,70380.83727352975,83493.0667099522,85683.84446520939,1310.6136846848042,1
0.1387,263.56,36364000.0,Liquid,51298,11128.087440202156,-105.10624182187802,-43.877822577037584,-5.277289055487205 m^-2 kg^-1 s^2 mol K,-2.2633902654618807 m^-2 kg^-1 s^2 mol K,-22133.500582027562,-21057.093072010884,-9492.654153606862,-10569.061663623539,8.986270150855623e-05,159.9608872539835,135.1162010363913,-0.15322480986752823,-39.73122708988987,-39.57800228002234,-20901.994516213083,-23029.95917725091,10457.189552756738,9.562798828069237e-05,33.30630630516196,0.030024344063785166,-0.029928716075504475,-9.994255378842354e-08,1.6412648689425405e-05,2.402341887958207e-05,7.039263698369009e-06,1.463713708504603,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,62391.42841815524,65072.98050123502,67264.34026887549,1170.5005486137266,1
0.1471,263.57,54741000.0,Liquid,51298,11380.25401334806,-106.92656173040916,-45.51612178423689,-5.474331159401696 m^-2 kg^-1 s^2 mol K,-2.347900167268844 m^-2 kg^-1 s^2 mol K,-22524.309201344076,-19905.578286577198,-7908.894067905879,-10527.624982672758,8.787150083179918e-05,159.34573362412695,136.0436261436516,-0.15327519657938637,-39.729425725235835,-39.57615052865645,-20901.448350597286,-23029.473318368124,10457.014636145566,9.56295878695067e-05,33.31899842401182,0.030012906968996264,-0.029917277381126758,-1.6836565919220448e-07,1.641326427736135e-05,2.4023874623834034e-05,7.039527719484226e-06,1.4636865779935027,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,68035.79322161291,76402.58667350806,78594.02958577473,1258.4961384903486,1
0.1316,263.6,22055000.0,Liquid,51298,10898.588577344444,-103.46030085577793,-42.422286904073026,-5.102228352251058 m^-2 kg^-1 s^2 mol K,-2.1883080239163633 m^-2 kg^-1 s^2 mol K,-21759.020966167343,-21927.05677702071,-10744.541949107062,-10576.506138253695,9.175500046664395e-05,160.9319710098616,134.33558673755357,-0.1534264285907585,-39.7240221067812,-39.57059567819044,-20899.8097981574,-23028.01564901869,10456.489864046012,9.563438716068932e-05,33.35709728923962,0.029978627676413003,-0.029882993289252313,5.619949661195278e-08,1.6415111001607758e-05,2.4025241804718783e-05,7.040319765862274e-06,1.4636051990367693,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,56005.44244296708,55682.25403170675,57873.94637785194,1092.1773471548795,1
0.1246,263.65,10261000.0,Liquid,51298,10678.18117740267,-101.90404026980765,-41.05732098170368,-4.938060686214631 m^-2 kg^-1 s^2 mol K,-2.117897725502997 m^-2 kg^-1 s^2 mol K,-21384.639320541413,-22615.815951258082,-11791.053274431906,-10559.876643715237,9.364890737349684e-05,162.304831041777,133.63057329965295,-0.15367872162665144,-39.715017660395425,-39.56133893876877,-20897.078691921328,-23025.585890841623,10455.615169605177,9.564238772932592e-05,33.42067047280946,0.02992160198621941,-0.029825959598490086,1.99128407984972e-07,1.6418188743432346e-05,2.402752026665237e-05,7.041639786579755e-06,1.4634696093540727,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,49215.94074354026,47445.06611733836,49637.17418661446,1018.4561177079574,1
0.1388,263.66,36357000.0,Liquid,51298,11126.665997688207,-105.04481238163225,-43.86030361399244,-5.275182008543859 m^-2 kg^-1 s^2 mol K,-2.2624865686034563 m^-2 kg^-1 s^2 mol K,-22129.019844967635,-21053.655440003127,-9489.447789137876,-10564.812194102384,8.987418155697048e-05,159.98091638710488,135.1352284778041,-0.15372921620101748,-39.713217008676075,-39.55948779247506,-20896.532442819513,-23025.099892778348,10455.440219567554,9.564398810568312e-05,33.43339637764326,0.02991021279156355,-0.029814568803457866,2.2910535335540771e-07,1.6418804272002178e-05,2.402797593311237e-05,7.041903782233285e-06,1.4634424977028062,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,62356.97985618651,65035.2213192687,67227.41253317098,1170.1700734105577,1
0.1192,263.71,360000.0,Liquid,51298,10461.410984084492,-100.39551544070822,-39.745025496886115,-4.780227817743686 m^-2 kg^-1 s^2 mol K,-2.050204374937783 m^-2 kg^-1 s^2 mol K,-21003.63077211933,-23161.825525122305,-12680.664851338468,-10522.470098335494,9.558940008392309e-05,164.17867353336464,132.97632333881398,-0.1539818689982747,-39.704214937270514,-39.55023306827224,-20893.801057858975,-23022.669670086278,10454.56541358187,9.565199130141432e-05,33.497082284541,0.029853346375230502,-0.029757694383929088,-4.934845492243767e-07,1.6421881815831995e-05,2.403025413580578e-05,7.043223718032272e-06,1.4633069708636381,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,42248.980631217084,40056.91378114145,42249.52071817464,947.3448379337228,1
0.1317,263.72,22055000.0,Liquid,51298,10896.861735984412,-103.38704973463597,-42.40176783698881,-5.09976047572956 m^-2 kg^-1 s^2 mol K,-2.1872495699191705 m^-2 kg^-1 s^2 mol K,-21753.58422866235,-21922.29708326669,-10740.102869295997,-10571.390014691659,9.176954101360458e-05,160.95787065563923,134.35864747784484,-0.15403243555420537,-39.70241476035153,-39.54838232479732,-20893.254752953908,-23022.183579042576,10454.390441218837,9.565359220345073e-05,33.509830747829895,0.0298419889830318,-0.02974633539082835,1.2973032426089048e-07,1.6422497304788532e-05,2.4030709750426585e-05,7.0434876966959534e-06,1.463279871778065,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,55965.12862123489,55640.684239185415,57833.374320844785,1091.78859265976,1
0.1248,263.79,10260000.0,Liquid,51298,10675.947983877399,-101.81773046287371,-41.032728982095165,-4.935102948506504 m^-2 kg^-1 s^2 mol K,-2.1166291736639797 m^-2 kg^-1 s^2 mol K,-21377.89629763791,-22610.1296140943,-11786.106035907413,-10553.872719451023,9.366849684076579e-05,162.33880226692025,133.6570826171909,-0.15438673761035526,-39.689815735978584,-39.53542899836823,-20889.430357703593,-23018.78050716651,10453.165530351538,9.566480097310486e-05,33.599175381682855,0.029762635202802225,-0.02966697040182912,-1.7626734916120768e-07,1.6426805542499954e-05,2.40338988109317e-05,7.045335468003305e-06,1.463090236793175,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,49166.01615258448,47393.8480038905,49587.12009793315,1017.948043634693,1
0.1192,263.86,372000.0,Liquid,51298,10459.068865818448,-100.30406519461695,-39.719694228023464,-4.777181166381354 m^-2 kg^-1 s^2 mol K,-2.0488976886897388 m^-2 kg^-1 s^2 mol K,-20996.46551892083,-23154.75240566659,-12674.313886660319,-10516.02699991456,9.561080559170288e-05,164.21770489617765,133.0051901028278,-0.15474162835344457,-39.677220583548014,-39.52247895519457,-20885.60550505724,-23015.376673738112,10451.940436689656,9.56760140432565e-05,33.68870463739967,0.02968353965411438,-0.029587863640071124,-7.016933523118496e-08,1.6431113456294756e-05,2.4037087448336187e-05,7.047183100385212e-06,1.4629007043419557,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,42202.90442250228,40009.62693924929,42203.48104567521,946.8383085163664,1
0.1171,265.83,232000.0,Liquid,51298,10421.114957609801,-99.05781489208887,-39.34637812120967,-4.732281559039477 m^-2 kg^-1 s^2 mol K,-2.029640579004796 m^-2 kg^-1 s^2 mol K,-20889.694755968114,-23077.665860636233,-12618.218164675067,-10430.247060006946,9.59590220497252e-05,164.80636102280212,133.36296911834754,-0.16497298158335502,-39.32432951380076,-39.15935653221741,-20777.77104456317,-22919.26467166817,10417.386542443048,9.599336608330209e-05,36.28511418791863,0.02755951090083538,-0.02746351753475208,2.3594475351274014e-07,1.6552216537974092e-05,2.4126652000076378e-05,7.099123316907071e-06,1.4576085290284244,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,41370.42691965837,39160.417559982474,41370.65115776615,937.8675817958828,1
0.1175,265.87,233000.0,Liquid,51298,10420.434263479614,-99.03317943640927,-39.339373518435146,-4.7314390989676465 m^-2 kg^-1 s^2 mol K,-2.0292792541075673 m^-2 kg^-1 s^2 mol K,-20887.689654453945,-23075.895918083344,-12616.736680736989,-10428.530417107591,9.596529038186915e-05,164.8174610323862,133.37050751080122,-0.16518564603564959,-39.31719537160691,-39.152009725571254,-20775.577576300708,-22917.306668010573,10416.683389208874,9.599984588529842e-05,36.339391268365475,0.027518347586370548,-0.02742234774048525,1.2092641554772854e-07,1.655467278372387e-05,2.4128467125868897e-05,7.1001767825522495e-06,1.457501905419199,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,41356.51797728772,39146.17797187785,41356.744148166246,937.7150091793415,1
0.1175,266.17,233000.0,Liquid,51298,10415.145600508657,-98.84726100967643,-39.28580496846633,-4.724996283306672 m^-2 kg^-1 s^2 mol K,-2.0265159780967426 m^-2 kg^-1 s^2 mol K,-20872.327862056052,-23063.017110424957,-12606.314401968277,-10415.625153599369,9.601402019297376e-05,164.9026811657894,133.42650407782344,-0.16678693702326228,-39.26372841273592,-39.09694147571266,-20759.121441415242,-22902.613234595177,10411.40773548204,9.604849079073174e-05,36.748476760971286,0.027212012255758308,-0.027115963764967575,-1.1833617463707924e-07,1.657309117295584e-05,2.414207621931546e-05,7.10807629354261e-06,1.456703276858259,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,41246.442891605235,39033.60852198497,41246.66903705882,936.5117588488828,1
0.1177,266.22,233000.0,Liquid,51298,10414.26378303128,-98.81628563616145,-39.27688342579555,-4.723923268359045 m^-2 kg^-1 s^2 mol K,-2.0260557699175776 m^-2 kg^-1 s^2 mol K,-20869.767487901612,-23060.870565136538,-12604.578659521248,-10413.475582286317,9.602215008509512e-05,164.91690121869004,133.4358367014818,-0.1670549029038713,-39.25482395037844,-39.087769047474566,-20756.377869567645,-22900.162881839202,10410.528114897988,9.605660625121888e-05,36.817002976292706,0.0271613634777367,-0.02706530687148548,-1.1103111319243908e-08,1.6576160311119003e-05,2.4144343655780344e-05,7.1093926242133045e-06,1.4565703517952064,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,41228.10469689216,39014.854599959275,41228.33083816404,936.3111742534016,1
0.1176,266.6,232000.0,Liquid,51298,10407.534122480778,-98.58081248066003,-39.208997084874625,-4.7157584182612515 m^-2 kg^-1 s^2 mol K,-2.0225539260663132 m^-2 kg^-1 s^2 mol K,-20850.264502642418,-23044.608693105438,-12591.490070277861,-10397.145879814841,9.60842393819254e-05,165.02538397128126,133.5066910634378,-0.16910159811476627,-39.18721235894565,-39.018110760830886,-20735.518415656967,-22881.526601066293,10403.839758960028,9.61183585261179e-05,37.341042000929725,0.026780184655133668,-0.02668406629660755,-7.380731403827667e-08,1.6599480206969324e-05,2.4161569219034898e-05,7.119394355159673e-06,1.455561795777835,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,41088.03081138222,38871.61925174988,41088.25498574953,934.7784620929771,1
0.1174,266.66,232000.0,Liquid,51298,10406.47480482561,-98.54367473749764,-39.19831062733105,-4.714473132845421 m^-2 kg^-1 s^2 mol K,-2.0220026766524675 m^-2 kg^-1 s^2 mol K,-20847.191787299187,-23042.03257637187,-12589.411064487775,-10394.57027541509,9.609402018984256e-05,165.04249841205822,133.51788981219585,-0.16942640468561077,-39.17654689072057,-39.007120486034964,-20732.223468228516,-22878.5818236624,10402.783177351186,9.612812099911761e-05,37.424310150330335,0.026720599417412994,-0.026624471296413876,-6.849586497992277e-08,1.66031613969409e-05,2.4164287922329405e-05,7.120973190326627e-06,1.4554028202593772,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,41066.04774253073,38849.13731033212,41066.271912088865,934.5376289785806,1
0.1173,267.06,232000.0,Liquid,51298,10399.408690356197,-98.29620471405259,-39.127135719436986,-4.705912759053053 m^-2 kg^-1 s^2 mol K,-2.0183311956123653 m^-2 kg^-1 s^2 mol K,-20826.70610264643,-23024.85752872895,-12575.56466349611,-10377.413237413586,9.615931345474878e-05,165.15677208284444,133.5925469424835,-0.17160328347595127,-39.10551351354354,-38.93391023006759,-20710.247661021465,-22858.93448045772,10395.735613929879,9.619328897322467e-05,37.9831116573127,0.026327490202016534,-0.02623129691304331,-3.169552655890584e-07,1.66276963813394e-05,2.4182404799909836e-05,7.13149606376921e-06,1.4543448620488877,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,40919.57482455595,38699.33857583225,40919.798962636254,932.9316197393892,1
0.1177,267.15,232000.0,Liquid,51298,10397.817852317941,-98.24055143768264,-39.111137651491894,-4.703988633745164 m^-2 kg^-1 s^2 mol K,-2.017505952491207 m^-2 kg^-1 s^2 mol K,-20822.09659626611,-23020.992910773548,-12572.45248717749,-10373.556172670053,9.617402556990111e-05,165.18252629452874,133.60934452630036,-0.1720958444912111,-39.08954767652601,-38.9174518320348,-20705.300816155814,-22854.510096932092,10394.149024926883,9.620797215835902e-05,38.10972732955395,0.02624001980786947,-0.02614381183571111,2.136221155524254e-08,1.663321524448798e-05,2.4186479227188747e-05,7.133863063377451e-06,1.4541072710042524,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,40886.63782746521,38665.653270163304,40886.86195860294,932.5701582954396,1
